session_id,mechanism,noise_multiplier,l2_before,l2_after,distortion_ratio,silhouette_score,accuracy,precision,recall,f1,mae,dp_update_uri,dp_receipt,dp_receipt_uri,mode
sess-1760540327,student_t,0.0,0.4232141375541687,0.4232141375541687,0.9999999999976372,0.6503938436508179,,,,,,file://secure_store/local_updates/dp_student_t_1760540471521.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1760540327', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 0.0, 'mechanism': 'student_t', 'l2_norm_before': 0.4232141375541687, 'l2_norm_after': 0.4232141375541687}, 'outputs': ['file://secure_store/local_updates/dp_student_t_1760540471521.pt.enc'], 'timestamp': '2025-10-15T15:01:11.521769Z', 'signature': 'mUow9nKxd1vWjF4QyQM6IeeK7mvD8S1y6yo4USc2dYU='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_9f0a8d3675a64ac2a1b9cdd90c45831c.json,base
sess-1760540327,student_t,0.5,0.4232141375541687,5.57829475402832,13.18078546773772,0.641926109790802,,,,,,file://secure_store/local_updates/dp_student_t_1760540471570.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1760540327', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 0.5, 'mechanism': 'student_t', 'l2_norm_before': 0.4232141375541687, 'l2_norm_after': 5.57829475402832}, 'outputs': ['file://secure_store/local_updates/dp_student_t_1760540471570.pt.enc'], 'timestamp': '2025-10-15T15:01:11.570571Z', 'signature': 'jKsnmka0CLasYWVKd7E9Pvm6rJVgoAgPpJLkqfvqp6Y='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_962da52145c24a51ae4bd3049a68d793.json,base
sess-1760540327,student_t,1.0,0.4232141375541687,11.150176048278809,26.34641676360661,0.6341714262962341,,,,,,file://secure_store/local_updates/dp_student_t_1760540471615.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1760540327', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 1.0, 'mechanism': 'student_t', 'l2_norm_before': 0.4232141375541687, 'l2_norm_after': 11.150176048278809}, 'outputs': ['file://secure_store/local_updates/dp_student_t_1760540471615.pt.enc'], 'timestamp': '2025-10-15T15:01:11.615798Z', 'signature': 'HIi1n4JZmPUgBn2GgSpU/EcfQmL26fucO35d2uNDiXY='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_8548fb0900c54b79bf63883dbb91ba61.json,base
sess-1760540327,student_t,1.5,0.4232141375541687,16.7274112701416,39.52469869454934,0.6268048882484436,,,,,,file://secure_store/local_updates/dp_student_t_1760540471657.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1760540327', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 1.5, 'mechanism': 'student_t', 'l2_norm_before': 0.4232141375541687, 'l2_norm_after': 16.7274112701416}, 'outputs': ['file://secure_store/local_updates/dp_student_t_1760540471657.pt.enc'], 'timestamp': '2025-10-15T15:01:11.658119Z', 'signature': 'hSMPTjErpBr8FBwBEXk8IbCC1C58jODOkt//nuvaqPI='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_c5efbfea95ac497f968226149b68de1f.json,base
sess-1760540327,student_t,2.0,0.4232141375541687,22.305984497070312,52.706142157556314,0.6197225451469421,,,,,,file://secure_store/local_updates/dp_student_t_1760540471701.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1760540327', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 2.0, 'mechanism': 'student_t', 'l2_norm_before': 0.4232141375541687, 'l2_norm_after': 22.305984497070312}, 'outputs': ['file://secure_store/local_updates/dp_student_t_1760540471701.pt.enc'], 'timestamp': '2025-10-15T15:01:11.701326Z', 'signature': '8pJ4Yn70aacQXw5MPnFCnQm30eFJgC/r6v0G5lAGCFU='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_a07c7fb2656a40e287d41f5f4bf7a8bd.json,base
sess-1760540327,none,0.0,0.4232141375541687,0.4232141375541687,0.9999999999976372,0.6503938436508179,,,,,,file://secure_store/local_updates/dp_none_1760540471745.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1760540327', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 0.0, 'mechanism': 'none', 'l2_norm_before': 0.4232141375541687, 'l2_norm_after': 0.4232141375541687}, 'outputs': ['file://secure_store/local_updates/dp_none_1760540471745.pt.enc'], 'timestamp': '2025-10-15T15:01:11.745347Z', 'signature': 'KG6M75C5oXoC3bkjoNrn298QpH9YWgEAeINj9YTpSIQ='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_6ceefc15b4fb4f96afe59b46edec36a4.json,base
sess-1760540327,none,0.5,0.4232141375541687,0.4232141375541687,0.9999999999976372,0.6503938436508179,,,,,,file://secure_store/local_updates/dp_none_1760540471788.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1760540327', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 0.5, 'mechanism': 'none', 'l2_norm_before': 0.4232141375541687, 'l2_norm_after': 0.4232141375541687}, 'outputs': ['file://secure_store/local_updates/dp_none_1760540471788.pt.enc'], 'timestamp': '2025-10-15T15:01:11.788678Z', 'signature': 'bsBHzzfKiLs463wlMJo0GhubKivzkPqfHgEEBqLDZFo='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_066316cf8d514d62896a3f20804a864f.json,base
sess-1760540327,none,1.0,0.4232141375541687,0.4232141375541687,0.9999999999976372,0.6503938436508179,,,,,,file://secure_store/local_updates/dp_none_1760540471837.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1760540327', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 1.0, 'mechanism': 'none', 'l2_norm_before': 0.4232141375541687, 'l2_norm_after': 0.4232141375541687}, 'outputs': ['file://secure_store/local_updates/dp_none_1760540471837.pt.enc'], 'timestamp': '2025-10-15T15:01:11.837610Z', 'signature': 'zcmY/RTWOmIbYi9297eQ3/mJmOlqmOZ1uIjZp0/7yGY='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_ca8db6630a0c4a168262fffb7be662c3.json,base
sess-1760540327,none,1.5,0.4232141375541687,0.4232141375541687,0.9999999999976372,0.6503938436508179,,,,,,file://secure_store/local_updates/dp_none_1760540471881.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1760540327', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 1.5, 'mechanism': 'none', 'l2_norm_before': 0.4232141375541687, 'l2_norm_after': 0.4232141375541687}, 'outputs': ['file://secure_store/local_updates/dp_none_1760540471881.pt.enc'], 'timestamp': '2025-10-15T15:01:11.881266Z', 'signature': 'u1M+RkQm1wnNDTUN4D/AMo/qXRwzXbj8K341JRNmMUg='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_4de9bee6cb8545c590233263f0428b1b.json,base
sess-1760540327,none,2.0,0.4232141375541687,0.4232141375541687,0.9999999999976372,0.6503938436508179,,,,,,file://secure_store/local_updates/dp_none_1760540471923.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1760540327', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 2.0, 'mechanism': 'none', 'l2_norm_before': 0.4232141375541687, 'l2_norm_after': 0.4232141375541687}, 'outputs': ['file://secure_store/local_updates/dp_none_1760540471923.pt.enc'], 'timestamp': '2025-10-15T15:01:11.923567Z', 'signature': 'oG3nZ0tiPVqSUlSxHmzDAWSs7ZFi5utjTsrbsfzirxk='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_e87986702e454f07bbfb1e067e50266e.json,base
